# suzume user dictionary - cleaned entries
# Format: surface	pos	reading	cost
#
# Only entries that suzume cannot handle without dictionary:
# - Mixed character type names/titles
# - Fixed expressions with particles
# - Proper nouns that would be incorrectly split
#
# Generated by scripts/cleanup_dict.pl

# === adult_games_comics ===
異世界はスマートフォンとともに。	PROPN	いせかいはすまーとふぉんとともに	0.5
蜘蛛ですが、なにか?	PROPN	くもですがなにか	0.5
Lv2からチートだった元勇者候補のまったり異世界ライフ	PROPN	れべるつーからちーとだったもとゆうしゃこうほのまったりいせかいらいふ	0.5
ONE PIECE	PROPN	わんぴーす	0.5
黒子のバスケ	PROPN	くろこのばすけ	0.5
Dr.STONE	PROPN	どくたーすとーん	0.5
ジョジョの奇妙な冒険	PROPN	じょじょのきみょうなぼうけん	0.5
HUNTER×HUNTER	PROPN	はんたーはんたー	0.5
SLAM DUNK	PROPN	すらむだんく	0.5
るろうに剣心	PROPN	るろうにけんしん	0.5
こちら葛飾区亀有公園前派出所	PROPN	こちらかつしかくかめありこうえんまえはしゅつじょ	0.5
DEATH NOTE	PROPN	ですのーと	0.5
ToLOVEる	PROPN	とらぶる	0.5
進撃の巨人	PROPN	しんげきのきょじん	0.5
FAIRY TAIL	PROPN	ふぇありーている	0.5
ダイヤのA	PROPN	だいやのえーす	0.5
金田一少年の事件簿	PROPN	きんだいちしょうねんのじけんぼ	0.5
ユーリ!!! on ICE	PROPN	ゆーりおんあいす	0.5
ご注文はうさぎですか?	PROPN	ごちゅうもんはうさぎですか	0.5
あずまんが大王	PROPN	あずまんがだいおう	0.5
NEW GAME!	PROPN	にゅーげーむ	0.5
やはり俺の青春ラブコメはまちがっている。	PROPN	やはりおれのせいしゅんらぶこめはまちがっている	0.5
Angel Beats!	PROPN	えんじぇるびーつ	0.5
涼宮ハルヒの憂鬱	PROPN	すずみやはるひのゆううつ	0.5
響け!ユーフォニアム	PROPN	ひびけゆーふぉにあむ	0.5
中二病でも恋がしたい!	PROPN	ちゅうにびょうでもこいがしたい	0.5
無彩限のファントム・ワールド	PROPN	むさいげんのふぁんとむわーるど	0.5
ラブライブ!サンシャイン!!	PROPN	らぶらいぶさんしゃいん	0.5
ラブライブ!虹ヶ咲学園スクールアイドル同好会	PROPN	らぶらいぶにじがさきがくえん	0.5
ラブライブ!スーパースター!!	PROPN	らぶらいぶすーぱーすたー	0.5
BanG Dream!	PROPN	ばんどりーむ	0.5
SHOW BY ROCK!!	PROPN	しょうばいろっく	0.5
Fate/stay night	PROPN	ふぇいとすていないと	0.5
Fate/Zero	PROPN	ふぇいとぜろ	0.5
Fate/Grand Order	PROPN	ふぇいとぐらんどおーだー	0.5
Fate/Apocrypha	PROPN	ふぇいとあぽくりふぁ	0.5
魔法使いの夜	PROPN	まほうつかいのよる	0.5
逆襲のシャア	PROPN	ぎゃくしゅうのしゃあ	0.5
機動戦士ガンダムSEED DESTINY	PROPN	きどうせんしがんだむしーどですてにー	0.5
コードギアス反逆のルルーシュ	PROPN	こーどぎあすはんぎゃくのるるーしゅ	0.5
トップをねらえ!	PROPN	とっぷをねらえ	0.5
SSSS.GRIDMAN	PROPN	ぐりっどまん	0.5
SSSS.DYNAZENON	PROPN	だいなぜのん	0.5
君の名は。	PROPN	きみのなは	0.5
GHOST IN THE SHELL	PROPN	ごーすといんざしぇる	0.5
THE FIRST SLAM DUNK	PROPN	ざふぁーすとすらむだんく	0.5
PSYCHO-PASS	PROPN	さいこぱす	0.5
Cowboy Bebop	PROPN	かうぼーいびばっぷ	0.5
STEINS;GATE	PROPN	しゅたいんずげーと	0.5
Ergo Proxy	PROPN	えるごぷろきしー	0.5
DARKER THAN BLACK	PROPN	だーかーざんぶらっく	0.5
翠星のガルガンティア	PROPN	すいせいのがるがんてぃあ	0.5
アルドノア・ゼロ	PROPN	あるどのあぜろ	0.5
Vivy -Fluorite Eye's Song-	PROPN	びびーふるおらいとあいずそんぐ	0.5
DEVILMAN crybaby	PROPN	でびるまんくらいべいびー	0.5
結城友奈は勇者である	PROPN	ゆうきゆうなはゆうしゃである	0.5
がっこうぐらし!	PROPN	がっこうぐらし	0.5
それいけ!アンパンマン	PROPN	それいけあんぱんまん	0.5
ふたりはプリキュア	PROPN	ふたりはぷりきゅあ	0.5
トロピカル~ジュ!プリキュア	PROPN	とろぴかるーじゅぷりきゅあ	0.5
ひろがるスカイ!プリキュア	PROPN	ひろがるすかいぷりきゅあ	0.5
CCさくら	PROPN	しーしーさくら	0.5
リボンの騎士	PROPN	りぼんのきし	0.5
マジンガーZ	PROPN	まじんがーぜっと	0.5
アルプスの少女ハイジ	PROPN	あるぷすのしょうじょはいじ	0.5
TIGER & BUNNY	PROPN	たいがーあんどばにー	0.5
D.Gray-man	PROPN	でぃーぐれいまん	0.5
古見さんはコミュ症です。	PROPN	こみさんはこみゅしょうです	0.5
潔癖男子!青山くん	PROPN	けっぺきだんしあおやまくん	0.5
坂本ですが?	PROPN	さかもとですが	0.5
未確認で進行形	PROPN	みかくにんでしんこうけい	0.5
映像研には手を出すな!	PROPN	えいぞうけんにはてをだすな	0.5
ハクメイとミコチ	PROPN	はくめいとみこち	0.5
ラーメン大好き小泉さん	PROPN	らーめんだいすきこいずみさん	0.5
働く細胞	PROPN	はたらくさいぼう	0.5
はたらく細胞BLACK	PROPN	はたらくさいぼうぶらっく	0.5
Dr.スランプ アラレちゃん	PROPN	どくたーすらんぷあられちゃん	0.5
色づく世界の明日から	PROPN	いろづくせかいのあしたから	0.5
TARI TARI	PROPN	たりたり	0.5
宇宙よりも遠い場所	PROPN	そらよりもとおいばしょ	0.5
NEW GAME!!	PROPN	にゅーげーむ	0.5
城下町のダンデライオン	PROPN	じょうかまちのだんでらいおん	0.5
Do It Yourself!!	PROPN	どぅーいっとゆあせるふ	0.5
サイドM	PROPN	さいどえむ	0.5
IS〈インフィニット・ストラトス〉	PROPN	いんふぃにっとすとらとす	0.5
まよチキ!	PROPN	まよちき	0.5
ロウきゅーぶ!	PROPN	ろうきゅーぶ	0.5
輪るピングドラム	PROPN	まわるぴんぐどらむ	0.5
咲-Saki-	PROPN	さき	0.5
DOG DAYS	PROPN	どっぐでいず	0.5
WWW.WORKING!!	PROPN	わーきんぐ	0.5
ドキドキ!プリキュア	PROPN	どきどきぷりきゅあ	0.5
Go!プリンセスプリキュア	PROPN	ごーぷりんせすぷりきゅあ	0.5
魔法つかいプリキュア!	PROPN	まほうつかいぷりきゅあ	0.5
HUGっと!プリキュア	PROPN	はぐっとぷりきゅあ	0.5
遊戯王5D's	PROPN	ゆうぎおうふぁいぶでぃーず	0.5
クイーンズブレイド	PROPN	くいーんずぶれいど	0.5

# === authors_lightnovel ===

# === authors_manga ===

# === av_actresses ===
元SKE48三上	PROPN	もとえすけーいーよんはちみかみ	0.5
元AKB48グループ	PROPN	もとえーけーびーよんはちぐるーぷ	0.5
冬月かえで	PROPN	ふゆつきかえで	0.5
元S1	NOUN	もとえすわん	0.5
元MOODYZ	NOUN	もとむーでぃーず	0.5
元SOD	NOUN	もとえすおーでぃー	0.5
元E-BODY	NOUN	もといーぼでぃー	0.5
X（エックス）女優	NOUN	えっくすじょゆう	0.5
有名YouTuber	NOUN	ゆうめいゆーちゅーばー	0.5
スカパー!アダルト放送大賞	PROPN	すかぱーあだるとほうそうたいしょう	0.5

# === brands ===
Louis Vuitton	PROPN	るいゔぃとん	0.5
LOUIS VUITTON	PROPN	るいゔぃとん	0.5
BOTTEGA VENETA	PROPN	ぼってがゔぇねた	0.5
SAINT LAURENT	PROPN	さんろーらん	0.5
GIORGIO ARMANI	PROPN	じょるじおあるまーに	0.5
D&G	PROPN	でぃーあんどじー	0.5
MICHAEL KORS	PROPN	まいけるこーす	0.5
Tory Burch	PROPN	とりーばーち	0.5
MIU MIU	PROPN	みゅうみゅう	0.5
CANADA GOOSE	PROPN	かなだぐーす	0.5
STONE ISLAND	PROPN	すとーんあいらんど	0.5
OFF-WHITE	PROPN	おふほわいと	0.5
Maison Margiela	PROPN	めぞんまるじぇら	0.5
COMME des GARCONS	PROPN	こむでぎゃるそん	0.5
Yohji Yamamoto	PROPN	ようじやまもと	0.5
ISSEY MIYAKE	PROPN	いっせいみやけ	0.5
HUMAN MADE	PROPN	ひゅーまんめいど	0.5
A BATHING APE	PROPN	あべいしんぐえいぷ	0.5
New Balance	PROPN	にゅーばらんす	0.5
UNDER ARMOUR	PROPN	あんだーあーまー	0.5
THE NORTH FACE	PROPN	ざのーすふぇいす	0.5
Arc'teryx	PROPN	あーくてりくす	0.5
Snow Peak	PROPN	すのーぴーく	0.5
H&M	PROPN	えいちあんどえむ	0.5
Forever 21	PROPN	ふぉーえばーとぅえんてぃわん	0.5
UNITED ARROWS	PROPN	ゆないてっどあろーず	0.5
URBAN RESEARCH	PROPN	あーばんりさーち	0.5
JOURNAL STANDARD	PROPN	じゃーなるすたんだーど	0.5
ADAM ET ROPE	PROPN	あだむえろぺ	0.5
GLOBAL WORK	PROPN	ぐろーばるわーく	0.5
LOWRYS FARM	PROPN	ろーりーずふぁーむ	0.5
studio CLIP	PROPN	すたでぃおくりっぷ	0.5
PATEK PHILIPPE	PROPN	ぱてっくふぃりっぷ	0.5
AUDEMARS PIGUET	PROPN	おーでまぴげ	0.5
RICHARD MILLE	PROPN	りしゃーるみる	0.5
TAG Heuer	PROPN	たぐほいやー	0.5
グランドセイコー	PROPN	ぐらんどせいこー	0.5
Grand Seiko	PROPN	ぐらんどせいこー	0.5
G-SHOCK	PROPN	じーしょっく	0.5
Apple Watch	PROPN	あっぷるうぉっち	0.5
JILL STUART	PROPN	じるすちゅあーと	0.5
SK-II	PROPN	えすけーつー	0.5
L'Oreal	PROPN	ろれある	0.5
Estee Lauder	PROPN	えすてぃろーだー	0.5
BOBBI BROWN	PROPN	ぼびいぶらうん	0.5
TOM FORD BEAUTY	PROPN	とむふぉーどびゅーてぃ	0.5
IRIS OHYAMA	PROPN	あいりすおーやま	0.5
Nintendo Switch	PROPN	にんてんどーすいっち	0.5
Mercedes-Benz	PROPN	めるせですべんつ	0.5
Alfa Romeo	PROPN	あるふぁろめお	0.5
Land Rover	PROPN	らんどろーばー	0.5
Coca-Cola	PROPN	こかこーら	0.5
Red Bull	PROPN	れっどぶる	0.5
S&B	PROPN	えすあんどびー	0.5

# === characters ===
MEMちょ	PROPN	めむちょ	0.5
C.C.	PROPN	しーつー	0.5
不死身の杉本	PROPN	ふじみのすぎもと	0.5
Pちゃん	PROPN	ぴーちゃん	0.5
かなで	PROPN	かなで	0.5
不死身の杉元	PROPN	ふじみのすぎもと	0.5
フェルディナンド	PROPN	ふぇるでぃなんど	0.5

# === comedians ===
ブラックマヨネーズ	PROPN	ぶらっくまよねーず	0.5
NON STYLE	PROPN	のんすたいる	0.5
ドランクドラゴン	PROPN	どらんくどらごん	0.5
3時のヒロイン	PROPN	さんじのひろいん	0.5
りんたろー。	PROPN	りんたろー	0.5
ゆいP	PROPN	ゆいぴー	0.5
M-1グランプリ	PROPN	えむわんぐらんぷり	0.5
R-1グランプリ	PROPN	あーるわんぐらんぷり	0.5
THE MANZAI	PROPN	ざまんざい	0.5
水曜日のダウンタウン	PROPN	すいようびのだうんたうん	0.5

# === companies ===
Preferred Networks	PROPN	ぷりふぁーどねっとわーくす	0.5
Mercedes-Benz	PROPN	めるせですべんつ	0.5
General Motors	PROPN	じぇねらるもーたーず	0.5
Y!mobile	PROPN	わいもばいる	0.5
McDonald's	PROPN	まくどなるど	0.5
びっくりドンキー	PROPN	びっくりどんきー	0.5
餃子の王将	PROPN	ぎょうざのおうしょう	0.5
SMILE-UP.	PROPN	すまいるあっぷ	0.5

# === countries ===
ドミニカ共和国	PROPN	どみにかきょうわこく	0.5
ドゥブロヴニク	PROPN	どぅぶろう゛にく	0.5

# === creators_anime ===

# === creators_game ===

# === events ===
FUJI ROCK FESTIVAL	PROPN	ふじろっくふぇすてぃばる	0.5
SUMMER SONIC	PROPN	さまーそにっく	0.5
ROCK IN JAPAN FESTIVAL	PROPN	ろっくいんじゃぱんふぇすてぃばる	0.5
RISING SUN ROCK FESTIVAL	PROPN	らいじんぐさんろっくふぇすてぃばる	0.5
COUNTDOWN JAPAN	PROPN	かうんとだうんじゃぱん	0.5
VIVA LA ROCK	PROPN	びばらろっく	0.5
SWEET LOVE SHOWER	PROPN	すうぃーとらぶしゃわー	0.5
春の甲子園	PROPN	はるのこうしえん	0.5
夏の甲子園	PROPN	なつのこうしえん	0.5
AWS Summit	PROPN	えーだぶりゅーえすさみっと	0.5
Google I/O	PROPN	ぐーぐるあいおー	0.5

# === game_characters ===
マヤノトップガン	PROPN	まやのとっぷがん	0.5
キタサンブラック	PROPN	きたさんぶらっく	0.5

# === game_titles ===
NieR:Automata	PROPN	にーあおーとまた	0.5
NieR Replicant	PROPN	にーあれぷりかんと	0.5
Genshin Impact	PROPN	げんしんいんぱくと	0.5
Fate/Grand Order	PROPN	ふぇいとぐらんどおーだー	0.5
Fate/stay night	PROPN	ふぇいとすていないと	0.5
Fate/Zero	PROPN	ふぇいとぜろ	0.5
Fate/EXTRA	PROPN	ふぇいとえくすとら	0.5
バイオハザードRE:4	PROPN	ばいおはざーどりーふぉー	0.5
RE:2	PROPN	あーるいーつー	0.5
RE:4	PROPN	あーるいーふぉー	0.5
ELDEN RING	PROPN	えるでんりんぐ	0.5
Cyberpunk 2077	PROPN	さいばーぱんく	0.5
Diablo IV	PROPN	でぃあぶろふぉー	0.5
Ghost of Tsushima	PROPN	ごーすとおぶつしま	0.5
Marvel's Spider-Man	PROPN	まーべるずすぱいだーまん	0.5
Assassin's Creed	PROPN	あさしんくりーど	0.5
Death Stranding	PROPN	ですすとらんでぃんぐ	0.5
Apex Legends	PROPN	えーぺっくすれじぇんず	0.5
Among Us	PROPN	あもんぐあす	0.5
Stardew Valley	PROPN	すたーでゅーばれー	0.5
Hollow Knight	PROPN	ほろうないと	0.5
SOUND VOLTEX	PROPN	さうんどぼるてっくす	0.5
beatmania IIDX	PROPN	びーとまにあつーでぃーえっくす	0.5
勝利の女神:NIKKE	PROPN	しょうりのめがみにっけ	0.5
Wuthering Waves	PROPN	うぅざりんぐうぇーぶす	0.5
STEINS;GATE	PROPN	しゅたいんずげーと	0.5
CHAOS;HEAD	PROPN	かおすへっど	0.5
ROBOTICS;NOTES	PROPN	ろぼてぃくすのーつ	0.5
WHITE ALBUM	PROPN	ほわいとあるばむ	0.5
ホワイトアルバム	PROPN	ほわいとあるばむ	0.5
MELTY BLOOD	PROPN	めるてぃぶらっど	0.5
R-TYPE	PROPN	あーるたいぷ	0.5
メルルのアトリエ	PROPN	めるるのあとりえ	0.5
ソフィーのアトリエ	PROPN	そふぃーのあとりえ	0.5
ライザのアトリエ	PROPN	らいざのあとりえ	0.5
機動戦士ガンダムEXTREME VS	PROPN	きどうせんしがんだむえくすとりーむばーさす	0.5
メトロイドドレッド	PROPN	めとろいどどれっど	0.5
THE IDOLM@STER	PROPN	あいどるますたー	0.5
SILENT HILL	PROPN	さいれんとひる	0.5
初音ミク Project DIVA	PROPN	はつねみくぷろじぇくとでぃーば	0.5
Project DIVA	PROPN	ぷろじぇくとでぃーば	0.5
戦場のヴァルキュリア	PROPN	せんじょうのばるきゅりあ	0.5
ACE COMBAT	PROPN	えーすこんばっと	0.5

# === government ===
World Bank	PROPN	わーるどばんく	0.5

# === hospitals ===
大阪みなと中央病院	PROPN	おおさかみなとちゅうおうびょういん	0.5
J&J	PROPN	じぇいあんどじぇい	0.5

# === idol_groups ===
Juice=Juice	PROPN	じゅーすじゅーす	0.5
OCHA NORMA	PROPN	おちゃのーま	0.5
ももいろクローバーZ	PROPN	ももいろくろーばーぜっと	0.5
SUPER☆GiRLS	PROPN	すーぱーがーるず	0.5
26時のマスカレイド	PROPN	にじゅうろくじのますかれいど	0.5
フィロソフィーのダンス	PROPN	ふぃろそふぃーのだんす	0.5
KinKi Kids	PROPN	きんききっず	0.5
KAT-TUN	PROPN	かとぅーん	0.5
Hey! Say! JUMP	PROPN	へいせいじゃんぷ	0.5
Kis-My-Ft2	PROPN	きすまいふっとつー	0.5
Sexy Zone	PROPN	せくしーぞーん	0.5
King & Prince	PROPN	きんぐあんどぷりんす	0.5
Snow Man	PROPN	すのーまん	0.5
Travis Japan	PROPN	とらびすじゃぱん	0.5
HiHi Jets	PROPN	はいはいじぇっつ	0.5
7 MEN 侍	PROPN	せぶんめんさむらい	0.5
三代目J Soul Brothers	PROPN	さんだいめじぇいそうるぶらざーず	0.5
THE RAMPAGE	PROPN	ざらんぺいじ	0.5
DA PUMP	PROPN	だぱんぷ	0.5
BE:FIRST	PROPN	びーふぁーすと	0.5
Stray Kids	PROPN	すとれいきっず	0.5
LE SSERAFIM	PROPN	るせらふぃむ	0.5
Red Velvet	PROPN	れっどべるべっと	0.5
Wonder Girls	PROPN	わんだーがーるず	0.5
IZ*ONE	PROPN	あいずわん	0.5
Wanna One	PROPN	わなわん	0.5
MONSTA X	PROPN	もんすたえっくす	0.5
(G)I-DLE	PROPN	じーあいどぅる	0.5
OH MY GIRL	PROPN	おーまいがーる	0.5
Weki Meki	PROPN	うぃきみき	0.5
Wake Up Girls!	PROPN	うぇいくあっぷがーるず	0.5
Poppin'Party	PROPN	ぽっぴんぱーてぃー	0.5
RAISE A SUILEN	PROPN	れいずあすいれん	0.5
i☆Ris	PROPN	あいりす	0.5
THE IDOLM@STER	PROPN	あいどるますたー	0.5
MIGMA SHELTER	PROPN	みぐましぇるたー	0.5
Maison book girl	PROPN	めぞんぶっくがーる	0.5
There There Theres	PROPN	ぜああぜああぜあーず	0.5
Pimm's	PROPN	ぴむす	0.5
ぜんぶ君のせいだ。	PROPN	ぜんぶきみのせいだ	0.5
Cheeky Parade	PROPN	ちーきーぱれーど	0.5
Dorothy Little Happy	PROPN	どろしーりとるはっぴー	0.5
La PomPon	PROPN	らぽんぽん	0.5
Party Rockets GT	PROPN	ぱーてぃーろけっつ	0.5
OS☆U	PROPN	おーえすゆー	0.5
Stella Beats	PROPN	すてらびーつ	0.5
天晴れ!原宿	PROPN	あっぱれはらじゅく	0.5
Devil ANTHEM.	PROPN	でびるあんせむ	0.5
PPP! PiXiON	PROPN	ぴくしおん	0.5
GO TO THE BEDS	PROPN	ごーとぅーざべっず	0.5
CARRY LOOSE	PROPN	きゃりーるーす	0.5
SAY-LA	PROPN	せいら	0.5
マジカル・パンチライン	PROPN	まじかるぱんちらいん	0.5
BANZAI JAPAN	PROPN	ばんざいじゃぱん	0.5
SAKA-SAMA	PROPN	さかさま	0.5
TOY SMILEY	PROPN	とーいすまいりー	0.5
WHITE JAM	PROPN	ほわいとじゃむ	0.5
なんキニ!	PROPN	なんきに	0.5
Chu-Z	PROPN	ちゅーず	0.5
Doll☆Elements	PROPN	どーるえれめんつ	0.5
Rev. from DVL	PROPN	れぶふろむでぃーぶいえる	0.5
CLEAR'S	PROPN	くりあーず	0.5
愛の葉Girls	PROPN	あいのはがーるず	0.5
仙台CLEAR'S	PROPN	せんだいくりあーず	0.5
ANNA☆S	PROPN	あんなす	0.5
HOP CLUB	PROPN	ほっぷくらぶ	0.5
TEMPURA KIDZ	PROPN	てんぷらきっず	0.5
CANDY GO!GO!	PROPN	きゃんでぃーごーごー	0.5
Fullfull☆Pocket	PROPN	ふるふるぽけっと	0.5
CQC's	PROPN	しーきゅーしーず	0.5
Luce Twinkle Wink☆	PROPN	るーちぇついんくるうぃんく	0.5
絶対直球女子!プレイボールズ	PROPN	ぜったいちょっきゅうじょしぷれいぼーるず	0.5
虹色の飛行少女	PROPN	にじいろのひこうしょうじょ	0.5
Jewel☆Rouge	PROPN	じゅえるるーじゅ	0.5
Jewel☆Neige	PROPN	じゅえるねーじゅ	0.5
Jewel☆Ciel	PROPN	じゅえるしえる	0.5
Task have Fun	PROPN	たすくはぶふぁん	0.5
CROWN POP	PROPN	くらうんぽっぷ	0.5
FES☆TIVE	PROPN	ふぇすてぃぶ	0.5
GANG PARADE	PROPN	ぎゃんぐぱれーど	0.5
THE BANANA MONKEYS	PROPN	ざばななもんきーず	0.5
ゆるめるモ!	PROPN	ゆるめるも	0.5
Ange☆Reve	PROPN	あんじゅれーぶ	0.5
愛乙女☆DOLL	PROPN	らぶりーどーる	0.5
じぇるの!	PROPN	じぇるの	0.5
WILL-O'	PROPN	うぃろー	0.5
NEO JAPONISM	PROPN	ねおじゃぽにずむ	0.5
FRUITS ZIPPER	PROPN	ふるーつじっぱー	0.5
SPARK SPEAKER	PROPN	すぱーくすぴーかー	0.5
名古屋CLEAR'S	PROPN	なごやくりあーず	0.5
TOKYO IDOL FESTIVAL	PROPN	とうきょうあいどるふぇすてぃばる	0.5
METAMO☆RE FACE	PROPN	めたもーれふぇいす	0.5
Risky Melody	PROPN	りすきーめろでぃー	0.5
Someday Somewhere	PROPN	さむでいさむうぇあ	0.5
まいど!ファミリー	PROPN	まいどふぁみりー	0.5
The Dance for Philosophy	PROPN	ざだんすふぉーふぃろそふぃー	0.5

# === idol_members ===
最上もが	PROPN	もがみもが	0.5
SU-METAL	PROPN	すーめたる	0.5

# === illustrators ===
Mika Pikazo	PROPN	みかぴかぞー	0.5

# === internet_slang ===
ググれカス	PHRASE	ぐぐれかす	0.5
激しく同意	PHRASE	はげしくどうい	0.5
マジレス	NOUN	まじれす	0.5
ネタにマジレス	PHRASE	ねたにまじれす	0.5
華麗にスルー	PHRASE	かれいにするー	0.5
半年ROMれ	PHRASE	はんとしろむれ	0.5
ROMる	VERB	ろむる	0.5
なんJ	PROPN	なんじぇい	0.5
なんでも実況J	PROPN	なんでもじっきょうじぇい	0.5
FF外から失礼	PHRASE	えふえふがいからしつれい	0.5
VCあり	PHRASE	ぶいしーあり	0.5
わかりみが深い	PHRASE	わかりみがふかい	0.5
質問ある?	PHRASE	しつもんある	0.5
○○だけど質問ある?	PHRASE	しつもんある	0.5
なんJ民	NOUN	なんじぇいみん	0.5
おんJ	PROPN	おんじぇい	0.5
ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!	INTJ	きたー	0.5
ｷﾀ━(ﾟ∀ﾟ)━!	INTJ	きたー	0.5
ｸﾙ━━━━(ﾟ∀ﾟ)━━━━!!	INTJ	くるー	0.5
うはｗｗｗｗｗ	INTJ	うはー	0.5

# === landmarks ===
神戸どうぶつ王国	PROPN	こうべどうぶつおうこく	0.5
中部電力MIRAI TOWER	PROPN	ちゅうぶでんりょくみらいたわー	0.5
札幌時計台	PROPN	さっぽろとけいだい	0.5
箱根彫刻の森美術館	PROPN	はこねちょうこくのもりびじゅつかん	0.5
MIHO MUSEUM	PROPN	みほみゅーじあむ	0.5

# === light_novels ===
とある魔術の禁書目録	PROPN	とあるまじゅつのいんでっくす	0.5
とある科学の超電磁砲	PROPN	とあるかがくのれーるがん	0.5
魔法科高校の劣等生	PROPN	まほうかこうこうのれっとうせい	0.5
はたらく魔王さま!	PROPN	はたらくまおうさま	0.5
安達としまむら	PROPN	あだちとしまむら	0.5
ブギーポップは笑わない	PROPN	ぶぎーぽっぷはわらわない	0.5
涼宮ハルヒの憂鬱	PROPN	すずみやはるひのゆううつ	0.5
この素晴らしい世界に祝福を!	PROPN	このすばらしいせかいにしゅくふくを	0.5
Re:ゼロから始める異世界生活	PROPN	りぜろからはじめるいせかいせいかつ	0.5
