# =============================================================================
# Suzume L2 Dictionary - Verbs (動詞)
# =============================================================================
#
# Format: surface<TAB>pos<TAB>conj_type
#
# Most verbs are handled by dynamic analysis.
# Only entries here for:
# - Disambiguation (godan-sa vs adjective stem)
# - Irregular conjugation (honorific, する, etc.)
# - Compound verbs with 促音 (break without dict)
# - Hiragana verbs (over-split without dict)
#
# =============================================================================

# --- Irregular/Honorific verbs ---
帯びる	VERB	ICHIDAN
茹でる	VERB	ICHIDAN
撫でる	VERB	ICHIDAN
諦める	VERB	ICHIDAN

# --- Common Godan-RA verbs (needed for passive/potential conjugation expansion) ---
なる	VERB	GODAN_RA
走る	VERB	GODAN_RA
知る	VERB	GODAN_RA
切る	VERB	GODAN_RA
取る	VERB	GODAN_RA
乗る	VERB	GODAN_RA
入る	VERB	GODAN_RA
作る	VERB	GODAN_RA
売る	VERB	GODAN_RA
帰る	VERB	GODAN_RA
送る	VERB	GODAN_RA
怒る	VERB	GODAN_RA
困る	VERB	GODAN_RA
座る	VERB	GODAN_RA
始まる	VERB	GODAN_RA
巡る	VERB	GODAN_RA
頑張る	VERB	GODAN_RA
分かる	VERB	GODAN_RA
怒鳴る	VERB	GODAN_RA
狩る	VERB	GODAN_RA
終わる	VERB	GODAN_RA
相次ぐ	VERB	GODAN_GA
降り注ぐ	VERB	GODAN_GA
脱ぐ	VERB	GODAN_GA
泳ぐ	VERB	GODAN_GA
騒ぐ	VERB	GODAN_GA
稼ぐ	VERB	GODAN_GA
防ぐ	VERB	GODAN_GA
注ぐ	VERB	GODAN_GA
継ぐ	VERB	GODAN_GA
漕ぐ	VERB	GODAN_GA
塞ぐ	VERB	GODAN_GA
剥ぐ	VERB	GODAN_GA
繋ぐ	VERB	GODAN_GA
急ぐ	VERB	GODAN_GA
仰ぐ	VERB	GODAN_GA
嗅ぐ	VERB	GODAN_GA
研ぐ	VERB	GODAN_GA
凌ぐ	VERB	GODAN_GA
削ぐ	VERB	GODAN_GA
接ぐ	VERB	GODAN_GA
紡ぐ	VERB	GODAN_GA
喘ぐ	VERB	GODAN_GA
漱ぐ	VERB	GODAN_GA
薙ぐ	VERB	GODAN_GA
揺ぐ	VERB	GODAN_GA
つなぐ	VERB	GODAN_GA
そそぐ	VERB	GODAN_GA
つぐ	VERB	GODAN_GA

# --- Common Godan-WA verbs ---
言う	VERB	GODAN_WA
買う	VERB	GODAN_WA
飼う	VERB	GODAN_WA
行う	VERB	GODAN_WA
思う	VERB	GODAN_WA
使う	VERB	GODAN_WA
会う	VERB	GODAN_WA
合う	VERB	GODAN_WA
違う	VERB	GODAN_WA
払う	VERB	GODAN_WA
笑う	VERB	GODAN_WA
歌う	VERB	GODAN_WA
追う	VERB	GODAN_WA
誘う	VERB	GODAN_WA
救う	VERB	GODAN_WA
吸う	VERB	GODAN_WA
問う	VERB	GODAN_WA
洗う	VERB	GODAN_WA
交う	VERB	GODAN_WA
間違う	VERB	GODAN_WA
逢う	VERB	GODAN_WA

# --- Common Godan-KA verbs ---
行く	VERB	GODAN_KA
書く	VERB	GODAN_KA
聞く	VERB	GODAN_KA

# --- Common Godan-MA verbs ---
読む	VERB	GODAN_MA
飲む	VERB	GODAN_MA

# --- Common Godan-TA verbs ---
待つ	VERB	GODAN_TA
立つ	VERB	GODAN_TA
勝つ	VERB	GODAN_TA
打つ	VERB	GODAN_TA
育つ	VERB	GODAN_TA
経つ	VERB	GODAN_TA
建つ	VERB	GODAN_TA
目立つ	VERB	GODAN_TA
持つ	VERB	GODAN_TA
際立つ	VERB	GODAN_TA

# --- Common Godan-BA verbs ---
学ぶ	VERB	GODAN_BA
遊ぶ	VERB	GODAN_BA
呼ぶ	VERB	GODAN_BA
飛ぶ	VERB	GODAN_BA

# --- Common Ichidan verbs ---
起きる	VERB	ICHIDAN
落ちる	VERB	ICHIDAN
降りる	VERB	ICHIDAN
感じる	VERB	ICHIDAN

# --- Wagahai verbs (W-003, W-005) ---
掴む	VERB	GODAN_MA
ぶら下げる	VERB	ICHIDAN
這入る	VERB	GODAN_RA
まちがう	VERB	GODAN_WA
はじまる	VERB	GODAN_RA
はたらく	VERB	GODAN_KA
ひろがる	VERB	GODAN_RA
ROMる	VERB	GODAN_RA
だらける	VERB	ICHIDAN
かきたてる	VERB	ICHIDAN
ひっかかる	VERB	GODAN_RA
突き刺さる	VERB	GODAN_RA
またがる	VERB	GODAN_RA
集まる	VERB	GODAN_RA
できる	VERB	ICHIDAN
見つめる	VERB	ICHIDAN
浮かべる	VERB	ICHIDAN
まとめる	VERB	ICHIDAN
目覚める	VERB	ICHIDAN
並ぶ	VERB	GODAN_BA
泣き叫ぶ	VERB	GODAN_BA
付く	VERB	GODAN_KA
気付く	VERB	GODAN_KA
突く	VERB	GODAN_KA
流し込む	VERB	GODAN_MA
住む	VERB	GODAN_MA
噛む	VERB	GODAN_MA
組む	VERB	GODAN_MA
込む	VERB	GODAN_MA
済む	VERB	GODAN_MA
染む	VERB	GODAN_MA
産む	VERB	GODAN_MA
編む	VERB	GODAN_MA
刻む	VERB	GODAN_MA
拝む	VERB	GODAN_MA
望む	VERB	GODAN_MA
恨む	VERB	GODAN_MA
挟む	VERB	GODAN_MA
踏む	VERB	GODAN_MA
積む	VERB	GODAN_MA
包む	VERB	GODAN_MA
絡む	VERB	GODAN_MA
揉む	VERB	GODAN_MA
阻む	VERB	GODAN_MA
含む	VERB	GODAN_MA
悩む	VERB	GODAN_MA
頼む	VERB	GODAN_MA
沈む	VERB	GODAN_MA
歪む	VERB	GODAN_MA
畳む	VERB	GODAN_MA
潜む	VERB	GODAN_MA
弾む	VERB	GODAN_MA
営む	VERB	GODAN_MA
嗜む	VERB	GODAN_MA
慎む	VERB	GODAN_MA
育む	VERB	GODAN_MA
進む	VERB	GODAN_MA
休む	VERB	GODAN_MA
楽しむ	VERB	GODAN_MA
苦しむ	VERB	GODAN_MA
悲しむ	VERB	GODAN_MA
憎む	VERB	GODAN_MA
妬む	VERB	GODAN_MA
羨む	VERB	GODAN_MA
好む	VERB	GODAN_MA
怯む	VERB	GODAN_MA
窄む	VERB	GODAN_MA
孕む	VERB	GODAN_MA
滲む	VERB	GODAN_MA
澄む	VERB	GODAN_MA
囲む	VERB	GODAN_MA
歩む	VERB	GODAN_MA
ぶち込む	VERB	GODAN_MA
搾り取る	VERB	GODAN_RA
ひっくり返る	VERB	GODAN_RA
寝取る	VERB	GODAN_RA
泊まる	VERB	GODAN_RA
決まる	VERB	GODAN_RA
止まる	VERB	GODAN_RA
高まる	VERB	GODAN_RA
広まる	VERB	GODAN_RA
深まる	VERB	GODAN_RA
捗る	VERB	GODAN_RA
やる	VERB	GODAN_RA
とる	VERB	GODAN_RA
のる	VERB	GODAN_RA
貼る	VERB	GODAN_RA
まくる	VERB	GODAN_RA
突き刺す	VERB	GODAN_SA
